03072017;220;A;USD;3,3009;3,3015;1,0000;1,0000
04072017;220;A;USD;3,3044;3,3050;1,0000;1,0000
05072017;220;A;USD;3,3187;3,3193;1,0000;1,0000
06072017;220;A;USD;3,3058;3,3064;1,0000;1,0000
07072017;220;A;USD;3,2889;3,2895;1,0000;1,0000
10072017;220;A;USD;3,2644;3,2650;1,0000;1,0000
11072017;220;A;USD;3,2516;3,2522;1,0000;1,0000
12072017;220;A;USD;3,2258;3,2264;1,0000;1,0000
13072017;220;A;USD;3,2102;3,2108;1,0000;1,0000
14072017;220;A;USD;3,1893;3,1899;1,0000;1,0000
17072017;220;A;USD;3,1815;3,1821;1,0000;1,0000
18072017;220;A;USD;3,1662;3,1668;1,0000;1,0000
19072017;220;A;USD;3,1527;3,1533;1,0000;1,0000
20072017;220;A;USD;3,1396;3,1402;1,0000;1,0000
21072017;220;A;USD;3,1250;3,1256;1,0000;1,0000
24072017;220;A;USD;3,1453;3,1459;1,0000;1,0000
25072017;220;A;USD;3,1550;3,1556;1,0000;1,0000
26072017;220;A;USD;3,1651;3,1657;1,0000;1,0000
27072017;220;A;USD;3,1507;3,1513;1,0000;1,0000
28072017;220;A;USD;3,1451;3,1457;1,0000;1,0000
31072017;220;A;USD;3,1301;3,1307;1,0000;1,0000
01082017;220;A;USD;3,1154;3,1161;1,0000;1,0000
02082017;220;A;USD;3,1262;3,1268;1,0000;1,0000
03082017;220;A;USD;3,1188;3,1194;1,0000;1,0000
04082017;220;A;USD;3,1218;3,1224;1,0000;1,0000
07082017;220;A;USD;3,1261;3,1267;1,0000;1,0000
08082017;220;A;USD;3,1314;3,1320;1,0000;1,0000
09082017;220;A;USD;3,1458;3,1464;1,0000;1,0000
10082017;220;A;USD;3,1537;3,1543;1,0000;1,0000
11082017;220;A;USD;3,1689;3,1695;1,0000;1,0000
14082017;220;A;USD;3,1882;3,1888;1,0000;1,0000
15082017;220;A;USD;3,1970;3,1976;1,0000;1,0000
16082017;220;A;USD;3,1664;3,1670;1,0000;1,0000
17082017;220;A;USD;3,1597;3,1603;1,0000;1,0000
18082017;220;A;USD;3,1648;3,1654;1,0000;1,0000
21082017;220;A;USD;3,1437;3,1443;1,0000;1,0000
22082017;220;A;USD;3,1533;3,1539;1,0000;1,0000
23082017;220;A;USD;3,1563;3,1569;1,0000;1,0000
24082017;220;A;USD;3,1398;3,1404;1,0000;1,0000
25082017;220;A;USD;3,1456;3,1462;1,0000;1,0000
28082017;220;A;USD;3,1557;3,1563;1,0000;1,0000
29082017;220;A;USD;3,1689;3,1695;1,0000;1,0000
30082017;220;A;USD;3,1632;3,1638;1,0000;1,0000
31082017;220;A;USD;3,1465;3,1471;1,0000;1,0000
01092017;220;A;USD;3,1327;3,1333;1,0000;1,0000
04092017;220;A;USD;3,1383;3,1389;1,0000;1,0000
05092017;220;A;USD;3,1197;3,1203;1,0000;1,0000
06092017;220;A;USD;3,1127;3,1133;1,0000;1,0000
08092017;220;A;USD;3,0902;3,0908;1,0000;1,0000
11092017;220;A;USD;3,0846;3,0852;1,0000;1,0000
12092017;220;A;USD;3,1138;3,1144;1,0000;1,0000
13092017;220;A;USD;3,1337;3,1343;1,0000;1,0000
14092017;220;A;USD;3,1348;3,1354;1,0000;1,0000
15092017;220;A;USD;3,1249;3,1255;1,0000;1,0000
18092017;220;A;USD;3,1233;3,1239;1,0000;1,0000
19092017;220;A;USD;3,1317;3,1323;1,0000;1,0000
20092017;220;A;USD;3,1275;3,1281;1,0000;1,0000
21092017;220;A;USD;3,1341;3,1347;1,0000;1,0000
22092017;220;A;USD;3,1279;3,1285;1,0000;1,0000
25092017;220;A;USD;3,1406;3,1412;1,0000;1,0000
26092017;220;A;USD;3,1668;3,1674;1,0000;1,0000
27092017;220;A;USD;3,1926;3,1932;1,0000;1,0000
28092017;220;A;USD;3,1865;3,1871;1,0000;1,0000
29092017;220;A;USD;3,1674;3,1680;1,0000;1,0000
02102017;220;A;USD;3,1636;3,1642;1,0000;1,0000
03102017;220;A;USD;3,1496;3,1502;1,0000;1,0000
04102017;220;A;USD;3,1309;3,1315;1,0000;1,0000
05102017;220;A;USD;3,1341;3,1347;1,0000;1,0000
06102017;220;A;USD;3,1642;3,1648;1,0000;1,0000
09102017;220;A;USD;3,1764;3,1770;1,0000;1,0000
10102017;220;A;USD;3,1682;3,1688;1,0000;1,0000
11102017;220;A;USD;3,1633;3,1639;1,0000;1,0000
13102017;220;A;USD;3,1567;3,1572;1,0000;1,0000
16102017;220;A;USD;3,1601;3,1607;1,0000;1,0000
17102017;220;A;USD;3,1763;3,1769;1,0000;1,0000
18102017;220;A;USD;3,1667;3,1673;1,0000;1,0000
19102017;220;A;USD;3,1727;3,1732;1,0000;1,0000
20102017;220;A;USD;3,1827;3,1833;1,0000;1,0000
23102017;220;A;USD;3,1997;3,2003;1,0000;1,0000
24102017;220;A;USD;3,2464;3,2470;1,0000;1,0000
25102017;220;A;USD;3,2381;3,2387;1,0000;1,0000
26102017;220;A;USD;3,2438;3,2444;1,0000;1,0000
27102017;220;A;USD;3,2795;3,2801;1,0000;1,0000
30102017;220;A;USD;3,2541;3,2547;1,0000;1,0000
31102017;220;A;USD;3,2763;3,2769;1,0000;1,0000
01112017;220;A;USD;3,2730;3,2736;1,0000;1,0000
03112017;220;A;USD;3,2914;3,2920;1,0000;1,0000
06112017;220;A;USD;3,2845;3,2851;1,0000;1,0000
07112017;220;A;USD;3,2727;3,2733;1,0000;1,0000
08112017;220;A;USD;3,2503;3,2509;1,0000;1,0000
09112017;220;A;USD;3,2509;3,2515;1,0000;1,0000
10112017;220;A;USD;3,2655;3,2661;1,0000;1,0000
13112017;220;A;USD;3,2867;3,2873;1,0000;1,0000
14112017;220;A;USD;3,2828;3,2834;1,0000;1,0000
16112017;220;A;USD;3,2802;3,2808;1,0000;1,0000
17112017;220;A;USD;3,2782;3,2788;1,0000;1,0000
20112017;220;A;USD;3,2608;3,2623;1,0000;1,0000
21112017;220;A;USD;3,2585;3,2591;1,0000;1,0000
22112017;220;A;USD;3,2555;3,2561;1,0000;1,0000
23112017;220;A;USD;3,2365;3,2371;1,0000;1,0000
24112017;220;A;USD;3,2294;3,2300;1,0000;1,0000
27112017;220;A;USD;3,2212;3,2218;1,0000;1,0000
28112017;220;A;USD;3,2226;3,2232;1,0000;1,0000
29112017;220;A;USD;3,2130;3,2136;1,0000;1,0000
30112017;220;A;USD;3,2610;3,2616;1,0000;1,0000
01122017;220;A;USD;3,2630;3,2636;1,0000;1,0000
04122017;220;A;USD;3,2500;3,2506;1,0000;1,0000
05122017;220;A;USD;3,2316;3,2322;1,0000;1,0000
06122017;220;A;USD;3,2348;3,2354;1,0000;1,0000
07122017;220;A;USD;3,2886;3,2892;1,0000;1,0000
08122017;220;A;USD;3,2805;3,2811;1,0000;1,0000
11122017;220;A;USD;3,2839;3,2845;1,0000;1,0000
12122017;220;A;USD;3,3143;3,3149;1,0000;1,0000
13122017;220;A;USD;3,3030;3,3036;1,0000;1,0000
14122017;220;A;USD;3,3326;3,3332;1,0000;1,0000
15122017;220;A;USD;3,3176;3,3182;1,0000;1,0000
18122017;220;A;USD;3,2875;3,2881;1,0000;1,0000
19122017;220;A;USD;3,2877;3,2883;1,0000;1,0000
20122017;220;A;USD;3,2903;3,2909;1,0000;1,0000
21122017;220;A;USD;3,3039;3,3045;1,0000;1,0000
22122017;220;A;USD;3,3203;3,3209;1,0000;1,0000
26122017;220;A;USD;3,3194;3,3200;1,0000;1,0000
27122017;220;A;USD;3,3024;3,3031;1,0000;1,0000
28122017;220;A;USD;3,3074;3,3080;1,0000;1,0000
29122017;220;A;USD;3,3074;3,3080;1,0000;1,0000
