01021999;220;A;USD;1,9630;1,9638;1,0000;1,0000
02021999;220;A;USD;1,7972;1,7980;1,0000;1,0000
03021999;220;A;USD;1,7701;1,7709;1,0000;1,0000
04021999;220;A;USD;1,8132;1,8140;1,0000;1,0000
05021999;220;A;USD;1,8309;1,8317;1,0000;1,0000
08021999;220;A;USD;1,8601;1,8609;1,0000;1,0000
09021999;220;A;USD;1,9325;1,9333;1,0000;1,0000
10021999;220;A;USD;1,8945;1,8953;1,0000;1,0000
11021999;220;A;USD;1,8860;1,8868;1,0000;1,0000
12021999;220;A;USD;1,8976;1,8984;1,0000;1,0000
17021999;220;A;USD;1,9171;1,9179;1,0000;1,0000
18021999;220;A;USD;1,9021;1,9029;1,0000;1,0000
19021999;220;A;USD;1,9200;1,9208;1,0000;1,0000
22021999;220;A;USD;1,9348;1,9356;1,0000;1,0000
23021999;220;A;USD;2,0120;2,0128;1,0000;1,0000
24021999;220;A;USD;2,0025;2,0033;1,0000;1,0000
25021999;220;A;USD;2,0343;2,0351;1,0000;1,0000
26021999;220;A;USD;2,0640;2,0648;1,0000;1,0000
01031999;220;A;USD;2,0276;2,0284;1,0000;1,0000
02031999;220;A;USD;2,1300;2,1308;1,0000;1,0000
03031999;220;A;USD;2,1639;2,1647;1,0000;1,0000
04031999;220;A;USD;2,1014;2,1022;1,0000;1,0000
05031999;220;A;USD;1,9926;1,9934;1,0000;1,0000
08031999;220;A;USD;1,9700;1,9708;1,0000;1,0000
09031999;220;A;USD;1,9048;1,9056;1,0000;1,0000
10031999;220;A;USD;1,8623;1,8631;1,0000;1,0000
11031999;220;A;USD;1,8776;1,8784;1,0000;1,0000
12031999;220;A;USD;1,9043;1,9051;1,0000;1,0000
15031999;220;A;USD;1,8817;1,8825;1,0000;1,0000
16031999;220;A;USD;1,8513;1,8521;1,0000;1,0000
17031999;220;A;USD;1,8769;1,8777;1,0000;1,0000
18031999;220;A;USD;1,8588;1,8596;1,0000;1,0000
19031999;220;A;USD;1,8499;1,8507;1,0000;1,0000
22031999;220;A;USD;1,8607;1,8615;1,0000;1,0000
23031999;220;A;USD;1,8508;1,8516;1,0000;1,0000
24031999;220;A;USD;1,8420;1,8428;1,0000;1,0000
25031999;220;A;USD;1,8092;1,8100;1,0000;1,0000
26031999;220;A;USD;1,7742;1,7750;1,0000;1,0000
29031999;220;A;USD;1,7647;1,7655;1,0000;1,0000
30031999;220;A;USD;1,7326;1,7334;1,0000;1,0000
31031999;220;A;USD;1,7212;1,7220;1,0000;1,0000
05041999;220;A;USD;1,7243;1,7251;1,0000;1,0000
06041999;220;A;USD;1,7306;1,7314;1,0000;1,0000
07041999;220;A;USD;1,7287;1,7295;1,0000;1,0000
08041999;220;A;USD;1,7198;1,7206;1,0000;1,0000
09041999;220;A;USD;1,7082;1,7090;1,0000;1,0000
12041999;220;A;USD;1,7046;1,7054;1,0000;1,0000
13041999;220;A;USD;1,6712;1,6720;1,0000;1,0000
14041999;220;A;USD;1,6567;1,6575;1,0000;1,0000
15041999;220;A;USD;1,6680;1,6688;1,0000;1,0000
16041999;220;A;USD;1,6692;1,6700;1,0000;1,0000
19041999;220;A;USD;1,6713;1,6721;1,0000;1,0000
20041999;220;A;USD;1,7093;1,7101;1,0000;1,0000
22041999;220;A;USD;1,7006;1,7014;1,0000;1,0000
23041999;220;A;USD;1,6843;1,6851;1,0000;1,0000
26041999;220;A;USD;1,6970;1,6978;1,0000;1,0000
27041999;220;A;USD;1,7061;1,7069;1,0000;1,0000
28041999;220;A;USD;1,6955;1,6963;1,0000;1,0000
29041999;220;A;USD;1,6668;1,6676;1,0000;1,0000
30041999;220;A;USD;1,6599;1,6607;1,0000;1,0000
03051999;220;A;USD;1,6727;1,6735;1,0000;1,0000
04051999;220;A;USD;1,6726;1,6734;1,0000;1,0000
05051999;220;A;USD;1,6839;1,6847;1,0000;1,0000
06051999;220;A;USD;1,6721;1,6729;1,0000;1,0000
07051999;220;A;USD;1,6704;1,6712;1,0000;1,0000
10051999;220;A;USD;1,6510;1,6518;1,0000;1,0000
11051999;220;A;USD;1,6460;1,6468;1,0000;1,0000
12051999;220;A;USD;1,6606;1,6614;1,0000;1,0000
13051999;220;A;USD;1,6502;1,6510;1,0000;1,0000
14051999;220;A;USD;1,6562;1,6570;1,0000;1,0000
17051999;220;A;USD;1,6662;1,6670;1,0000;1,0000
18051999;220;A;USD;1,6651;1,6659;1,0000;1,0000
19051999;220;A;USD;1,6628;1,6636;1,0000;1,0000
20051999;220;A;USD;1,6826;1,6834;1,0000;1,0000
21051999;220;A;USD;1,6955;1,6963;1,0000;1,0000
24051999;220;A;USD;1,6977;1,6985;1,0000;1,0000
25051999;220;A;USD;1,7472;1,7480;1,0000;1,0000
26051999;220;A;USD;1,7178;1,7186;1,0000;1,0000
27051999;220;A;USD;1,7129;1,7137;1,0000;1,0000
28051999;220;A;USD;1,7303;1,7311;1,0000;1,0000
31051999;220;A;USD;1,7232;1,7240;1,0000;1,0000
01061999;220;A;USD;1,7328;1,7336;1,0000;1,0000
02061999;220;A;USD;1,7534;1,7542;1,0000;1,0000
04061999;220;A;USD;1,7357;1,7365;1,0000;1,0000
